gene_id	seqnames	start	end	width	strand	symbol	ensembl_id
100132464	chr11	1704500	1706859	2360	-	FAM99B	ENSG00000205865
100132464	chr11	1704500	1706859	2360	-	FAM99B	ENSG00000281783
100132464	chr11	1704500	1706859	2360	-	FAM99B	ENSG00000291438
100132464	chr11	1704500	1706859	2360	-	FAM99B	ENSG00000281829
100132476	chr17	39240459	39241396	938	+	KRTAP4-7	ENSG00000292053
100132476	chr17	39240459	39241396	938	+	KRTAP4-7	ENSG00000240871
100132526	chr3	13974553	13978444	3892	+	FGD5P1	ENSG00000290338
100132594	chr12	96043031	96067770	24740	+	PGAM1P5	ENSG00000257150
100132596	chrY	2620337	2655675	35339	+	XGY2	ENSG00000290840
100132677	chr3	49586739	49591799	5061	-	BSN-DT	ENSG00000226913
100132708	chr2	131437623	131449262	11640	+	CYP4F30P	ENSG00000290699
100132735	chr6	140092210	140181608	89399	+	FILNC1	ENSG00000231426
100132891	chr8	72755358	72968547	213190	+	MSC-AS1	ENSG00000235531
100132916	chr5	63986135	64014017	27883	+	SHISAL2B	ENSG00000145642
100132948	chr9	44990236	44991492	1257	+	FAM27C	ENSG00000231527
100132963	chrX	154051623	154062937	11315	-	SMIM9	ENSG00000203870
100132979	chr15	22702285	22715728	13444	-	GOLGA8DP	ENSG00000278508
100132979	chr15	22702285	22715728	13444	-	GOLGA8DP	ENSG00000278070
100132979	chr15	22702285	22715728	13444	-	GOLGA8DP	ENSG00000290359
100132979	chr15	22702285	22715728	13444	-	GOLGA8DP	ENSG00000288344
100132979	chr15	22702285	22715728	13444	-	GOLGA8DP	ENSG00000175676
100132987	chr10	80008382	80311112	302731	+	LINC00856	ENSG00000230417
100133053	chrX	145891302	145891929	628	+	CXorf51B	ENSG00000235699
100133091	chr7	76178658	76257299	78642	+	LINC03009	ENSG00000290511
100133091	chr7	76178658	76257299	78642	+	LINC03009	ENSG00000290873
100133123	chrX	13353360	13359944	6585	+	LINC01203	ENSG00000226985
100133205	chr6	26924772	26991753	66982	+	LINC00240	ENSG00000224843
100133234	chr8	56361757	56367881	6125	-	SBF1P1	ENSG00000248522
100133286	chr21	37441940	37498938	56999	-	CBR1-AS1	ENSG00000230212
100133311	chr7	27179983	27195547	15565	+	HOXA-AS3	ENSG00000254369
100133315	chr11	71576555	71639493	62939	-	XNDC1N	ENSG00000254469
100133461	chr4	3675320	3679582	4263	-	LINC02171	ENSG00000250632
100133545	chr11	2004439	2011150	6712	-	MRPL23-AS1	ENSG00000288320
100133545	chr11	2004439	2011150	6712	-	MRPL23-AS1	ENSG00000226416
100133612	chr1	3816968	3833879	16912	+	LINC01134	ENSG00000236423
100133920	chr9	69651361	69664949	13589	+	LOC100133920	ENSG00000290941
100133941	chrY	21152526	21154705	2180	-	CD24	ENSG00000272398
100133957	chrX	47518232	47519776	1545	+	UXT-AS1	ENSG00000267064
100133985	chr2	70351168	70352448	1281	-	LINC01816	ENSG00000231327
100134015	chr20	3087557	3131513	43957	+	UBOX5-AS1	ENSG00000235958
100134229	chr7	139877061	139879440	2380	+	KDM7A-DT	ENSG00000260231
100134259	chr2	47055003	47086145	31143	+	LINC01119	ENSG00000239332
100134368	chr16	432241	442960	10720	+	LOC100134368	ENSG00000236829
100134713	chr7	140395136	140396877	1742	-	NDUFB2-AS1	ENSG00000240889
100134869	chr15	82647286	83084341	437056	+	UBE2Q2P2	ENSG00000291162
100134869	chr15	82647286	83084341	437056	+	UBE2Q2P2	ENSG00000290945
100137047	chr15	42120283	42132428	12146	+	JMJD7	ENSG00000243789
100137049	chr15	42128979	42140346	11368	+	PLA2G4B	ENSG00000243708
10014	chr17	42154121	42201014	46894	-	HDAC5	ENSG00000108840
100141515	chr17	76142434	76162364	19931	+	C17orf99	ENSG00000187997
100144595	chr2	155292365	155313950	21586	-	GALNT13-AS1	ENSG00000224675
100144597	chr20	61669363	61685215	15853	+	LINC01056	ENSG00000237119
100144602	chr4	66535679	66559104	23426	+	EPHA5-AS1	ENSG00000250846
100144603	chr22	51021455	51022355	901	+	CHKB-DT	ENSG00000205559
100144748	chr10	89618918	89623194	4277	-	KLLN	ENSG00000227268
100144748	chr10	89618918	89623194	4277	-	KLLN	ENSG00000283059
10015	chr3	33840063	33911199	71137	+	PDCD6IP	ENSG00000170248
100151643	chr21	31992946	31993169	224	+	KRTAP20-4	ENSG00000206105
100151683	chr2	122288456	122288585	130	+	RNU4ATAC	ENSG00000264229
100151684	chr9	137029562	137029686	125	-	RNU6ATAC	ENSG00000221676
100158262	chrX	20154184	20154531	348	-	SCARNA9L	ENSG00000254911
10016	chr5	271736	315089	43354	+	PDCD6	ENSG00000249915
100169752	chr10	127262940	127267014	4075	+	TEX36-AS1	ENSG00000237675
100169851	chr11	125658006	125661495	3490	+	PATE3	ENSG00000236027
100169989	chr2	63344986	63346677	1692	-	DBIL5P2	ENSG00000242412
10017	chr15	52401822	52404972	3151	-	BCL2L10	ENSG00000137875
100170229	chr19	44116253	44118650	2398	+	SRRM5	ENSG00000226763
100170765	chr19	41949063	41950670	1608	+	ERICH4	ENSG00000204978
100170841	chr17	36827959	36831187	3229	-	EPOP	ENSG00000277303
100170841	chr17	36827959	36831187	3229	-	EPOP	ENSG00000273604
10018	chr2	111878491	111926022	47532	+	BCL2L11	ENSG00000153094
100187716	chr3	183959193	183959277	85	+	MIR1224	ENSG00000221120
100188847	chr16	2140196	2140285	90	-	MIR1225	ENSG00000221656
100188893	chr6	41754178	41757634	3457	+	TOMM6	ENSG00000214736
100188949	chr13	30914407	30948036	33630	-	LINC00426	ENSG00000238121
100188953	chr9	98782014	98784037	2024	-	LINC00092	ENSG00000225194
100188954	chr10	101686966	101718755	31790	+	DNMBP-AS1	ENSG00000227695
100189589	chr2	74612845	74621008	8164	+	DCTN1-AS1	ENSG00000237737
10019	chr12	111843752	111889427	45676	+	SH2B3	ENSG00000111252
100190938	chr17	40905947	40913275	7329	-	RAMP2-AS1	ENSG00000197291
100190940	chr12	130518357	130526887	8531	-	LINC02418	ENSG00000214039
100190949	chr5	157098561	157107162	8602	+	C5orf52	ENSG00000187658
100191040	chr1	151810339	151813033	2695	-	C2CD4D	ENSG00000225556
100192204	chr10	15196721	15197346	626	-	PPIAP30	ENSG00000206448
100192378	chr8	77523114	77595510	72397	-	ZFHX4-AS1	ENSG00000253661
100192379	chr4	122685740	122687963	2224	+	PP12613	ENSG00000226757
100192386	chr20	61885330	61892967	7638	+	FLJ16779	ENSG00000275620
100192420	chr22	18512151	18520734	8584	+	LINC01634	ENSG00000235295
100192426	chr18	8360818	8367032	6215	-	LOC100192426	ENSG00000266149
1002	chr20	59827482	60515673	688192	+	CDH4	ENSG00000179242
1002	chr20	59827482	60515673	688192	+	CDH4	ENSG00000280641
10020	chr9	36214439	36277053	62615	-	GNE	ENSG00000159921
10021	chr15	73612200	73661605	49406	-	HCN4	ENSG00000138622
100216001	chr10	4621443	4720262	98820	-	MANCR	ENSG00000231298
10022	chr1	67263424	67266942	3519	-	INSL5	ENSG00000172410
10023	chr10	99079022	99081672	2651	+	FRAT1	ENSG00000165879
100233156	chrUn_gl000218	38786	97454	58669	-	LOC100233156	ENSG00000291050
100233209	chr12	47602203	47610226	8024	-	PCED1B-AS1	ENSG00000247774
10024	chr12	49716971	49725514	8544	+	TROAP	ENSG00000135451
100240735	chr12	54472623	54475607	2985	-	LOC100240735	ENSG00000291180
10025	chr19	867962	893218	25257	-	MED16	ENSG00000282092
10025	chr19	867962	893218	25257	-	MED16	ENSG00000175221
10026	chr1	77554667	77685132	130466	-	PIGK	ENSG00000142892
100268168	chr5	172381786	172386371	4586	-	RPL26L1-AS1	ENSG00000204758
100270679	chr20	22034728	22055292	20565	+	LINC01432	ENSG00000234435
100270804	chr20	18774693	18776709	2017	+	LCDR	ENSG00000273148
100271702	chr12	2038368	2045742	7375	-	LINC00940	ENSG00000235049
100271702	chr12	2038368	2045742	7375	-	LINC00940	ENSG00000285233
100271715	chr2	39146504	39202590	56087	+	ARHGEF33	ENSG00000214694
100271832	chr2	33152194	33171202	19009	+	LOC100271832	ENSG00000236854
100271836	chr16	21415198	21531765	116568	-	SMG1P3	ENSG00000180747
100271846	chr19	53547991	53554380	6390	+	ERVV-2	ENSG00000268964
100271849	chr19	19256376	19281098	24723	-	MEF2B	ENSG00000213999
100271873	chr6	160424323	160428696	4374	-	AIRN	ENSG00000268257
100271927	chr7	102123586	102234484	110899	-	RASA4B	ENSG00000170667
100272147	chrX	154289900	154299547	9648	-	CMC4	ENSG00000182712
100272228	chrX	149106766	149392815	286050	+	EOLA2-DT	ENSG00000235703
100286844	chr12	50222326	50234937	12612	+	BCDIN3D-AS1	ENSG00000258057
100286922	chr2	234662962	234663991	1030	-	LOC100286922	ENSG00000178836
100287015	chr8	6261077	6264069	2993	-	MCPH1-DT	ENSG00000246089
100287015	chr8	6261077	6264069	2993	-	MCPH1-DT	ENSG00000291570
100287029	chr16	61555	64090	2536	+	DDX11L10	ENSG00000290355
100287042	chr17	73267380	73269976	2597	+	MIF4GD-DT	ENSG00000263843
100287102	chr1	11874	14409	2536	+	DDX11L1	ENSG00000290825
100287114	chr13	19919189	19920889	1701	+	LINC00421	ENSG00000236834
100287144	chr4	9212383	9213975	1593	+	USP17L10	ENSG00000231396
100287171	chr9	14511	29739	15229	-	WASHC1	ENSG00000181404
100287177	chr19	46144905	46146092	1188	+	EML2-AS1	ENSG00000267757
100287178	chr4	9217131	9261442	44312	+	USP17L11	ENSG00000233136
100287205	chr4	9221878	9266190	44313	+	USP17L12	ENSG00000227551
100287225	chr18	48918412	49088839	170428	+	LINC01630	ENSG00000227115
100287226	chr19	22469252	22499978	30727	+	ZNF729	ENSG00000279552
100287226	chr19	22469252	22499978	30727	+	ZNF729	ENSG00000196350
100287238	chr4	9226622	9228214	1593	+	USP17L13	ENSG00000232399
100287284	chr12	27915599	27924209	8611	-	MANSC4	ENSG00000205693
100287327	chr4	9245605	9247197	1593	+	USP17L17	ENSG00000249104
100287362	chr3	46761073	46777921	16849	-	PRSS46P	ENSG00000261603
100287404	chr4	9255104	9256696	1593	+	USP17L19	ENSG00000248920
100287441	chr4	9269345	9270937	1593	+	USP17L20	ENSG00000250745
100287482	chr7	129142320	129152773	10454	+	SMKR1	ENSG00000240204
100287559	chr15	73075176	73090540	15365	+	ADPGK-AS1	ENSG00000260898
100287569	chr12	116971227	116974318	3092	+	LINC00173	ENSG00000196668
100287596	chr9	11987	14525	2539	+	DDX11L5	ENSG00000290824
100287596	chr9	11987	14525	2539	+	DDX11L5	ENSG00000290825
100287596	chr9	11987	14525	2539	+	DDX11L5	ENSG00000290633
100287616	chr15	74209809	74220589	10781	-	LOXL1-AS1	ENSG00000261801
100287639	chr3	95373267	95402037	28771	-	MTHFD2P1	ENSG00000244681
100287718	chr6	46714654	46726954	12301	+	ANKRD66	ENSG00000230062
100287722	chr1	114399257	114443859	44603	+	AP4B1-AS1	ENSG00000226167
100287792	chr20	36305312	36311636	6325	+	LOC100287792	ENSG00000204117
100287814	chr1	231727038	231747836	20799	-	LINC00582	ENSG00000229228
100287879	chr3	64064037	64073039	9003	-	LINC00994	ENSG00000189196
100287898	chr1	2572807	2706230	133424	-	TTC34	ENSG00000275571
100287898	chr1	2572807	2706230	133424	-	TTC34	ENSG00000215912
100287902	chr1	236686369	236687808	1440	-	LGALS8-AS1	ENSG00000223776
100287932	chr10	51592081	51623386	31306	-	TIMM23	ENSG00000265354
100287944	chr12	106890188	107168609	278422	-	LOC100287944	ENSG00000257545
100287948	chr1	181205524	181207740	2217	+	LINC01699	ENSG00000179452
100288077	chr11	102654407	102707497	53091	+	WTAPP1	ENSG00000255282
100288079	chr1	185292979	185304171	11193	-	GS1-279B7.1	ENSG00000261024
100288122	chr18	13419498	13427533	8036	-	LDLRAD4-AS1	ENSG00000267690
100288123	chr19	1822088	1824542	2455	+	LOC100288123	ENSG00000267244
100288142	chr1	144146811	146467744	2320934	+	NBPF20	ENSG00000162825
100288181	chr8	143783670	143808391	24722	-	LNCOC1	ENSG00000253741
100288198	chr6	79943391	79946517	3127	+	HMGN3-AS1	ENSG00000270362
100288287	chr21	31962424	31962716	293	-	KRTAP22-2	ENSG00000206106
100288323	chr21	32090843	32091095	253	-	KRTAP21-3	ENSG00000231068
100288332	chr16	15457481	15472151	14671	-	NPIPA5	ENSG00000183793
100288332	chr16	15457481	15472151	14671	-	NPIPA5	ENSG00000282705
100288413	chr4	53609684	53617807	8124	-	ERVMER34-1	ENSG00000226887
100288428	chr3	8235936	8543344	307409	-	LMCD1-AS1	ENSG00000227110
100288486	chr15	102516761	102519296	2536	-	DDX11L9	ENSG00000290633
100288486	chr15	102516761	102519296	2536	-	DDX11L9	ENSG00000290824
100288520	chr4	9236111	9238060	1950	+	USP17L15	ENSG00000223569
100288524	chr7	330136	331454	1319	+	FOXL3-OT1	ENSG00000248767
100288527	chr8	86566828	86757761	190934	-	REXO1L2P	ENSG00000277422
100288637	chr15	30938317	31065209	126893	+	LOC100288637	ENSG00000187951
100288687	chrUn_gl000228	112605	124171	11567	+	DUX4	ENSG00000260596
100288687	chrUn_gl000228	112605	124171	11567	+	DUX4	ENSG00000283949
100288748	chr8	95649513	95651695	2183	-	LINC02894	ENSG00000261437
100288778	chr12	73880	91263	17384	+	WASH8P	ENSG00000226210
100288778	chr12	73880	91263	17384	+	WASH8P	ENSG00000262435
100288797	chr20	2795633	2797804	2172	+	TMEM239	ENSG00000198326
100288814	chrX	9935398	9936042	645	+	CLDN34	ENSG00000234469
100288831	chr3	9258579	9261192	2614	+	SRGAP3-AS3	ENSG00000227929
100288842	chr9	123555775	123561009	5235	+	B3GALT9	ENSG00000214654
100288846	chr14	39734907	39736265	1359	-	MIA2-AS1	ENSG00000258940
100288966	chrUn_gl000213	108007	139339	31333	-	LOC100288966	ENSG00000277630
100289017	chr7	141940556	141946886	6331	-	MOXD2P	ENSG00000240268
100289092	chr16	28890278	28891242	965	-	ATP2A1-AS1	ENSG00000260442
100289137	chr9	38540566	38577261	36696	-	FAM95C	ENSG00000180071
100289150	chrY	9207466	9322271	114806	-	FAM197Y5	ENSG00000290330
100289178	chr1	68297971	68668670	370700	+	GNG12-AS1	ENSG00000232284
100289187	chr7	99195902	99208456	12555	+	TMEM225B	ENSG00000244219
100289211	chr1	146853914	146989699	135786	-	LINC00624	ENSG00000278811
100289230	chr5	98264838	98266713	1876	+	LOC100289230	ENSG00000248489
100289255	chr17	10698230	10707416	9187	-	TMEM238L	ENSG00000263429
100289341	chr9	139979398	139981269	1872	-	MAN1B1-DT	ENSG00000268996
100289361	chr3	142719687	142720309	623	-	LOC100289361	ENSG00000268129
100289373	chr13	99848628	99853011	4384	-	UBAC2-AS1	ENSG00000228889
100289388	chr11	77850839	77885023	34185	+	KCTD21-AS1	ENSG00000246174
100289462	chr8	7272385	7274354	1970	-	DEFB4B	ENSG00000171711
100289462	chr8	7272385	7274354	1970	-	DEFB4B	ENSG00000285181
100289462	chr8	7272385	7274354	1970	-	DEFB4B	ENSG00000285433
100289462	chr8	7272385	7274354	1970	-	DEFB4B	ENSG00000275444
100289462	chr8	7272385	7274354	1970	-	DEFB4B	ENSG00000177257
100289473	chr20	1754011	1760392	6382	-	LOC100289473	ENSG00000232528
100289495	chr6	166756119	166764957	8839	+	LOC100289495	ENSG00000286760
100289635	chr12	133498019	133532892	34874	-	ZNF605	ENSG00000196458
100289650	chr19	43326015	43331030	5016	+	PSG8-AS1	ENSG00000225877
100289656	chr15	29033389	29034538	1150	+	LOC100289656	ENSG00000290542
100289656	chr15	29033389	29034538	1150	+	LOC100289656	ENSG00000290880
100289678	chr7	148959262	148982085	22824	+	ZNF783	ENSG00000204946
100292680	chr12	1609657	1613590	3934	+	LINC00942	ENSG00000249628
100293516	chr19	58331099	58357606	26508	+	ZNF587B	ENSG00000269343
100294362	chr17	78325631	78388968	63338	-	RNF213-AS1	ENSG00000263069
100294720	chr6	137303296	137314368	11073	-	NHEG1	ENSG00000225391
1003	chr16	66400525	66438689	38165	+	CDH5	ENSG00000179776
100302112	chr3	71591121	71591240	120	-	MIR1284	ENSG00000221264
100302113	chr7	36958962	36959037	76	-	MIR1200	ENSG00000221325
100302115	chrX	63005882	63005967	86	-	MIR1468	ENSG00000222532
100302116	chr10	14478575	14478660	86	+	MIR1265	ENSG00000221371
100302117	chr1	117214371	117214449	79	+	MIR320B1	ENSG00000211543
100302118	chr22	20236657	20236734	78	-	MIR1286	ENSG00000221039
100302119	chr16	69599711	69599771	61	-	MIR1538	ENSG00000223109
100302121	chr15	86313727	86313809	83	-	MIR1276	ENSG00000221634
100302123	chr6	33967749	33967828	80	-	MIR1275	ENSG00000221697
100302124	chr17	16185328	16185402	75	+	MIR1288	ENSG00000221355
100302126	chr2	232756952	232757008	57	-	MIR1471	ENSG00000222246
100302127	chr19	15560359	15560419	61	+	MIR1470	ENSG00000269782
100302129	chr10	21785491	21785570	80	-	MIR1915	ENSG00000222071
100302131	chr18	27878876	27878926	51	+	MIR302F	ENSG00000283218
100302132	chr1	231155574	231155670	97	-	MIR1182	ENSG00000283799
100302133	chr10	100154975	100155064	90	-	MIR1287	ENSG00000284415
100302134	chr5	132763288	132763398	111	-	MIR1289-2	ENSG00000221287
100302135	chr18	19263471	19263558	88	+	MIR320C1	ENSG00000221493
100302136	chr12	79813037	79813101	65	+	MIR1252	ENSG00000221788
100302137	chr20	62572818	62572897	80	-	MIR1914	ENSG00000284433
100302138	chr20	2633423	2633488	66	+	MIR1292	ENSG00000284481
100302139	chr1	236016300	236016360	61	-	MIR1537	ENSG00000222831
100302141	chr6	166922842	166922921	80	-	MIR1913	ENSG00000222958
100302142	chr2	177465708	177465780	73	-	MIR1246	ENSG00000283203
100302144	chrX	113886019	113886098	80	+	MIR1912	ENSG00000222321
100302145	chr14	102026624	102026759	136	-	MIR1247	ENSG00000283857
100302149	chr22	45596835	45596900	66	-	MIR1249	ENSG00000221598
100302150	chr10	65132717	65132808	92	-	MIR1296	ENSG00000221063
100302152	chr2	179246805	179541009	294205	+	MIR548N	ENSG00000221669
100302153	chrX	113949650	113949761	112	+	MIR1298	ENSG00000221710
100302155	chr10	74119698	74336541	216844	-	MIR1256	ENSG00000221808
100302156	chr5	179225278	179225346	69	-	MIR1229	ENSG00000283912
100302156	chr5	179225278	179225346	69	-	MIR1229	ENSG00000221394
100302157	chr14	101509314	101509398	85	+	MIR1185-1	ENSG00000221525
100302158	chr1	201777739	201777830	92	+	MIR1231	ENSG00000221028
100302161	chr8	128972879	128972941	63	+	MIR1205	ENSG00000221771
100302163	chr1	193105633	193105713	81	+	MIR1278	ENSG00000221680
100302164	chr6	98472407	98472495	89	+	MIR2113	ENSG00000238367
100302166	chr8	10682883	10682953	71	-	MIR1322	ENSG00000284875
100302166	chr8	10682883	10682953	71	-	MIR1322	ENSG00000283210
100302168	chr20	60528602	60528718	117	-	MIR1257	ENSG00000284193
100302170	chr8	129021144	129021202	59	+	MIR1206	ENSG00000283200
100302172	chr2	180725563	180725635	73	-	MIR1258	ENSG00000221240
100302174	chr10	105154010	105154158	149	-	MIR1307	ENSG00000283867
100302175	chr8	129061398	129061484	87	+	MIR1207	ENSG00000221176
100302178	chr1	171070869	171070947	79	-	MIR1295A	ENSG00000221390
100302179	chr19	20510081	20579322	69242	-	MIR1270	ENSG00000238517
100302182	chr12	69666937	69666998	62	-	MIR1279	ENSG00000283476
100302184	chr15	65054586	65054714	129	-	MIR1272	ENSG00000221033
100302185	chr8	128808208	128808274	67	+	MIR1204	ENSG00000283710
100302186	chr8	7946463	7946611	149	-	MIR548I3	ENSG00000221305
100302187	chr13	54886107	54886183	77	-	MIR1297	ENSG00000283126
100302188	chr4	114028019	114028111	93	+	MIR1243	ENSG00000283193
100302190	chr1	26881033	26881084	52	+	MIR1976	ENSG00000280948
100302190	chr1	26881033	26881084	52	+	MIR1976	ENSG00000238705
100302191	chr7	146991342	147254962	263621	-	MIR548I4	ENSG00000221494
100302192	chr1	186029867	186446655	416789	-	MIR548F1	ENSG00000221594
100302196	chr8	145625476	145625559	84	-	MIR1234	ENSG00000284139
100302196	chr8	145625476	145625559	84	-	MIR1234	ENSG00000285207
100302197	chr22	20073581	20073665	85	+	MIR1306	ENSG00000284464
100302201	chr12	57588287	57588359	73	+	MIR1228	ENSG00000221365
100302202	chr15	52569314	52569397	84	-	MIR1266	ENSG00000221052
100302204	chr3	125509247	125509395	149	-	MIR548I1	ENSG00000221737
100302205	chr19	54261486	54261572	87	+	MIR1283-2	ENSG00000221548
100302208	chr17	2651372	2651476	105	-	MIR1253	ENSG00000221200
100302209	chr14	101510535	101510619	85	+	MIR1185-2	ENSG00000221614
100302210	chr19	1816158	1816237	80	-	MIR1909	ENSG00000284216
100302211	chr17	46233789	46233873	85	-	MIR1203	ENSG00000221739
100302212	chr3	75679914	75680009	96	+	MIR1324	ENSG00000283894
100302213	chr19	10514134	10514214	81	-	MIR1181	ENSG00000284268
100302214	chrX	117520357	117520434	78	+	MIR1277	ENSG00000221463
100302217	chr12	100583662	100583727	66	+	MIR1827	ENSG00000221476
100302219	chr2	189842818	189842886	69	+	MIR1245A	ENSG00000291749
100302219	chr2	189842818	189842886	69	+	MIR1245A	ENSG00000221502
100302220	chr12	50627925	50627995	71	-	MIR1293	ENSG00000221604
100302222	chrX	113997744	113997823	80	+	MIR1911	ENSG00000222715
100302224	chr10	115933864	115933938	75	-	MIR2110	ENSG00000284442
100302225	chr8	113655722	113655812	91	+	MIR2053	ENSG00000238399
100302226	chr19	10662798	10662880	83	+	MIR1238	ENSG00000221410
100302229	chr17	79106996	79107108	113	-	MIR1250	ENSG00000221025
100302232	chr3	47891045	47891119	75	+	MIR1226	ENSG00000221585
100302235	chr15	89151338	89151428	91	+	MIR1179	ENSG00000221630
100302236	chr14	77732561	77732633	73	+	MIR1260A	ENSG00000221754
100302237	chr22	41488517	41488570	54	+	MIR1281	ENSG00000284015
100302238	chr5	167987909	167987970	62	+	MIR103B1	ENSG00000283612
100302239	chr13	36047926	36515382	467457	-	MIR548F5	ENSG00000221348
100302240	chr11	93466840	93466930	91	-	MIR1304	ENSG00000284458
100302243	chr16	70064249	70064325	77	+	MIR1972-1	ENSG00000238728
100302246	chr2	25551509	25551590	82	-	MIR1301	ENSG00000221445
100302250	chr14	101491901	101491988	88	+	MIR1197	ENSG00000221745
100302251	chrX	113887130	113887198	69	+	MIR1264	ENSG00000276158
100302254	chr15	44085857	44085957	101	-	MIR1282	ENSG00000221792
100302255	chr19	54175222	54175294	73	+	MIR1323	ENSG00000221017
